time,main_reservoir.storage,main_tunnel.output,surge_tank.storage,pressure_pipe_1.output,pressure_pipe_2.output,high_level_tank.storage,final_channel.output
178.0,9324.592766124008,18.3395120771266,16.546259566473505,7.777797232179851,-0.13928368179711567,-9.269919190903051,6.000000000000002
179.0,9375.94358059176,18.442833052972347,16.38079697080877,7.649817531419833,0.26465470260120744,-8.889390498415557,6.000000000000002
180.0,9427.191693430577,18.545947386866402,16.216989001100682,7.521670421876465,0.6621137725322127,-8.11615934465315,6.000000000000002
181.0,9478.337310043717,18.648855492092668,16.054819111089675,7.39334505018159,1.0461013794036773,-6.968605973441308,6.000000000000002
182.0,9529.38063542363,18.75155778110848,15.894270919978778,7.264830348466978,1.4099170667230283,-5.471581332050263,6.000000000000002
183.0,9580.321874152782,18.854054665546265,15.73532821077899,7.136115027090178,1.7473557852996904,-3.6558307800999446,6.000000000000002
184.0,9631.161230404476,18.956346556215173,15.5779749286712,7.007187567081896,2.052831828114292,-1.5573010672344032,6.000000000000002
185.0,9681.898907943667,19.058433863102742,15.422195179384488,6.878036212301929,2.3214827682966024,0.7836479644026291,6.000000000000002
186.0,9732.53511012778,19.16031699537654,15.267973227590643,6.7486489612900415,2.549250786778724,3.3231031516263205,6.000000000000002
187.0,9783.070039907523,19.261996361385787,15.115293495314736,6.61901355879742,2.7329399756155506,6.014504337846542,6.000000000000002
188.0,9833.503899827709,19.363472368663015,14.964140560361589,6.489117486983598,2.8702493960685347,8.809572429691995,6.000000000000002
189.0,9883.836892028054,19.464745423925685,14.814499154757973,6.358947956262951,2.9597827656049116,11.659235539925756,6.000000000000002
190.0,9934.069218243998,19.565815933077833,14.666354163210393,6.228491895783967,3.0010365717101135,14.514531667386798,6.000000000000002
191.0,9984.20107980751,19.666684301211678,14.519690621578288,6.097735943523641,2.99436911395929,17.327469135503755,6.000000000000002
192.0,10034.232677647895,19.767350932609254,14.374493715362505,5.966666435978324,2.9409534366242602,20.05182920793422,6.000000000000002
193.0,10084.164212292599,19.86781623074404,14.230748778208879,5.835269397431374,2.842717334431716,22.64389867726676,6.000000000000002
194.0,10133.995883868014,19.96808059828255,14.08844129042679,5.703530528776841,2.702273616543369,25.063123560344295,6.000000000000002
195.0,10183.727892100278,20.068144437085987,13.947556877522523,5.571435195877261,2.522843635412859,27.27267815125285,6.000000000000002
196.0,10233.360436316078,20.168008148211815,13.808081308747298,5.438968417432411,2.3081767728927347,29.239946447254926,6.000000000000002
197.0,10282.893715443446,20.26767213191539,13.670000495659824,5.306114852334555,2.0624681729168253,30.936915289581066,6.000000000000002
198.0,10332.327928012559,20.36713678765156,13.533300490703226,5.172858786484296,1.7902765627324808,32.34048041119378,6.000000000000002
199.0,10381.663272156533,20.466402514076258,13.397967485796194,5.03918411903971,1.496443551574423,33.43266795762828,6.000000000000002
200.0,10430.89994561222,20.565469709048102,13.263987810938232,4.905074348069777,1.1860153677596523,34.20077497591758,6.000000000000002
201.0,10460.038145720995,20.664338769630007,13.13134793282885,4.770512555581498,0.8641676151726425,34.63743290389125,6.000000000000002
202.0,10489.118069429553,20.757792700786396,13.000034453500563,4.635481391888236,0.5361333130136254,34.740598305606234,6.000000000000002
203.0,10518.139833290694,20.83593685073454,12.870034108965557,4.499963059284926,0.2071342368393445,34.5134750636255,6.000000000000002
204.0,10547.103553624112,20.905377001361174,12.7413337678759,4.363939294993705,-0.11768459267847985,33.9643720326517,6.000000000000002
205.0,10576.009346516865,20.96984695676129,12.613920430197142,4.227391353341356,-0.43327217047080724,33.10654521177275,6.000000000000002
206.0,10604.857327823831,21.03145722903198,12.487781225895171,4.09029998712758,-0.7342988576862752,31.958414538939312,6.000000000000002
207.0,10633.647613168183,21.091400817199776,12.36290341363622,3.952645428140618,-1.015642545069919,30.54329181213265,6.000000000000002
208.0,10662.380317941846,21.15035212574521,12.239274379499857,3.814407366774066,-1.2726292262459304,28.888871438235064,6.000000000000002
209.0,10691.055557305963,21.208692440291017,12.116881635704859,3.675564930695825,-1.5011197122084443,27.02664083304868,6.000000000000002
210.0,10719.673446191351,21.266637370382824,11.99571281934781,3.5360966625170924,-1.6975807068076958,24.991227115827876,6.000000000000002
211.0,10748.234099298968,21.324308882365578,11.875755691154332,3.3959804964059748,-1.8591388183034987,22.81969795857653,6.000000000000002
212.0,10776.73763110037,21.38177601361849,11.756998134242789,3.2551937335867933,-1.9836168732004698,20.550834860893854,6.000000000000002
213.0,10805.18415583817,21.439077884949054,11.639428152900361,3.1137130166623526,-2.0695526589829076,18.224396766149773,6.000000000000002
214.0,10833.573787526493,21.496236707598783,11.523033871371357,2.9715143026923916,-2.1162009016869567,15.880390904885944,6.000000000000002
215.0,10861.90663995144,21.55326513502946,11.407803532657644,2.828572834957075,-2.1235198442634444,13.558366174311425,6.000000000000002
216.0,10890.182826671537,21.61017041828098,11.293725497331067,2.684863113329695,-2.0921442086785302,11.296742388454003,6.000000000000002
217.0,10918.402461018193,21.66695675465227,11.180788242357757,2.5403588631777287,-2.0233465898297984,9.13218651876853,6.000000000000002
